" Label Encoded Veri (Tüm Satırlar ve Sütunlar):\n",
            "     school  sex   age  address  famsize  Pstatus      Medu  Fedu  Mjob  Fjob  reason  guardian  traveltime  studytime  failures  schoolsup  famsup  paid  activities  nursery  higher  internet  romantic    famrel  freetime     goout      Dalc      Walc   health   absences         G1        G2         G3\n",
            "355       1    0  18.0        1        0        1  3.000000   3.0     3     3       0         0         1.0        2.0       0.0          0       1     0           0        1       1         0         1  5.000000  3.000000  4.000000  1.000000  1.000000  5.00000   0.000000  10.000000   9.00000   9.000000\n",
            "356       1    0  17.0        0        0        1  4.000000   4.0     4     3       2         0         2.0        2.0       0.0          0       1     1           1        1       1         1         0  4.000000  3.000000  3.000000  1.000000  2.000000  5.00000   4.000000  12.000000  13.00000  13.000000\n",
            "357       1    0  17.0        1        1        0  3.000000   2.0     3     2       3         1         2.0        2.0       0.0          0       0     0           0        1       1         0         1  1.000000  2.000000  3.000000  1.000000  2.000000  5.00000   2.000000  12.000000  12.00000  11.000000\n",
            "358       1    1  18.0        1        1        1  1.000000   1.0     2     3       1         0         2.0        1.0       0.0          0       0     0           0        0       1         1         1  3.000000  3.000000  2.000000  1.000000  2.000000  3.00000   4.000000  10.000000  10.00000  10.000000\n",
            "359       1    0  18.0        1        1        1  1.000000   1.0     0     3       0         0         2.0        3.0       0.0          0       0     0           0        1       1         1         0  5.000000  3.000000  2.000000  1.000000  1.000000  4.00000   0.000000  18.000000  16.00000  16.000000\n",
            "360       1    0  18.0        0        1        0  1.000000   4.0     0     2       0         1         3.0        2.0       0.0          0       0     0           0        1       1         0         0  4.000000  3.000000  4.000000  1.000000  4.000000  5.00000   0.000000  13.000000  13.00000  13.000000\n",
            "361       1    1  18.0        0        1        1  1.000000   1.0     0     2       2         1         2.0        2.0       1.0          0       0     0           1        0       0         0         0  4.000000  4.000000  3.000000  2.000000  3.000000  5.00000   2.000000  13.000000  12.00000  12.000000\n",
            "362       1    0  18.0        1        0        1  3.000000   3.0     3     3       2         1         2.0        2.0       0.0          0       1     0           0        1       1         1         1  4.000000  3.000000  2.000000  1.000000  3.000000  3.00000   0.000000  11.000000  11.00000  10.000000\n",
            "363       1    0  17.0        1        1        1  4.000000   4.0     0     0       0         1         1.0        2.0       0.0          0       1     1           1        1       1         1         1  2.000000  3.000000  4.000000  1.000000  1.000000  1.00000   0.000000  16.000000  15.00000  15.000000\n",
            "364       1    0  17.0        0        0        1  1.000000   2.0     2     3       0         0         2.0        2.0       0.0          0       0     0           0        0       1         0         0  3.000000  2.000000  2.000000  1.000000  2.000000  3.00000   0.000000  12.000000  11.00000  12.000000\n",
            "365       1    1  18.0        0        0        1  1.000000   3.0     0     2       0         1         2.0        2.0       0.0          0       1     1           0        1       1         0         0  3.000000  3.000000  4.000000  2.000000  4.000000  3.00000   4.000000  10.000000  10.00000  10.000000\n",
            "366       1    1  18.0        1        1        1  4.000000   4.0     4     3       2         1         2.0        3.0       0.0          0       0     1           0        1       1         1         1  4.000000  2.000000  2.000000  2.000000  2.000000  5.00000   0.000000  13.000000  13.00000  13.000000\n",
            "367       1    0  17.0        0        0        1  1.000000   1.0     2     3       3         1         3.0        1.0       1.0          0       1     1           0        1       1         1         1  5.000000  2.000000  1.000000  1.000000  2.000000  1.00000   0.000000   7.000000   6.00000   0.000000\n",
            "368       1    0  18.0        1        0        1  2.000000   3.0     0     3       0         0         2.0        1.0       0.0          0       1     1           0        1       1         1         1  5.000000  2.000000  3.000000  1.000000  2.000000  4.00000   0.000000  11.000000  10.00000  10.000000\n",
            "369       1    0  18.0        0        0        1  4.000000   4.0     2     4       2         0         3.0        2.0       0.0          0       1     1           0        0       1         1         1  3.000000  2.000000  2.000000  4.000000  2.000000  5.00000  10.000000  14.000000  12.00000  11.000000\n",
            "370       1    0  19.0        1        1        1  3.000000   2.0     3     3       1         2         2.0        2.0       2.0          0       0     0           1        1       1         0         1  3.000000  2.000000  2.000000  1.000000  1.000000  3.00000   4.000000   7.000000   7.00000  10.431122\n",
            "371       1    1  18.0        0        1        1  1.000000   2.0     0     3       2         0         3.0        1.0       0.0          0       1     1           1        1       0         1         1  4.000000  3.000000  3.000000  2.000000  3.000000  3.00000   3.000000  14.000000  12.00000  12.000000\n",
            "372       1    0  17.0        1        0        1  2.000000   2.0     2     0       1         1         1.0        3.0       0.0          0       0     0           1        1       1         0         1  3.000000  4.000000  3.000000  1.000000  1.000000  3.00000   8.000000  13.000000  11.00000  11.000000\n",
            "373       1    0  17.0        0        0        1  1.000000   2.0     2     2       0         1         1.0        1.0       0.0          0       0     0           1        1       1         1         0  3.000000  5.000000  5.000000  1.000000  3.000000  1.00000  14.000000   6.000000   5.00000   5.000000\n",
            "374       1    0  18.0        0        1        1  4.000000   4.0     2     2       3         1         2.0        3.0       0.0          0       0     0           0        1       1         1         0  5.000000  4.000000  4.000000  1.000000  1.000000  1.00000   0.000000  10.894872  18.00000  19.000000\n",
            "375       1    0  18.0        0        0        1  1.000000   1.0     2     2       1         1         4.0        3.0       0.0          0       0     0           0        1       1         1         0  4.000000  3.000000  2.000000  1.000000  2.000000  4.00000   2.000000   8.000000   8.00000  10.000000\n",
            "376       1    0  20.0        1        0        1  4.000000   2.0     1     2       0         2         2.0        3.0       2.0          0       1     1           0        0       1         1         0  5.000000  4.000000  3.000000  1.000000  1.000000  3.00000   4.000000  15.000000  14.00000  15.000000\n",
            "377       1    0  18.0        0        1        1  4.000000   4.0     4     3       0         1         1.0        2.0       0.0          0       0     1           1        1       1         1         0  5.000000  4.000000  3.000000  3.000000  4.000000  2.00000   4.000000   8.000000   9.00000  10.000000\n",
            "378       1    0  18.0        1        0        1  3.000000   3.0     2     2       1         1         1.0        2.0       0.0          0       0     1           0        1       1         1         1  4.000000  1.000000  3.000000  1.000000  2.000000  1.00000   0.000000  15.000000  15.00000  15.000000\n",
            "379       1    0  17.0        0        0        1  3.000000   1.0     0     2       3         1         1.0        2.0       0.0          0       1     1           1        0       1         1         0  4.000000  5.000000  4.000000  2.000000  3.000000  1.00000  17.000000  10.000000  10.00000  10.000000\n",
            "380       1    1  18.0        1        0        1  4.000000   4.0     4     4       1         0         1.0        2.0       0.0          0       0     1           1        0       1         1         0  3.000000  2.000000  4.000000  1.000000  4.000000  2.00000   4.000000  15.000000  14.00000  14.000000\n",
            "381       1    1  18.0        0        0        1  2.000000   1.0     2     2       2         1         2.0        1.0       0.0          0       0     0           1        0       1         1         1  4.000000  4.000000  3.000000  1.000000  3.000000  5.00000   5.000000   7.000000   6.00000  10.431122\n",
            "382       1    1  17.0        1        0        1  2.000000   3.0     2     3       1         0         2.0        2.0       0.0          0       0     0           1        1       1         1         0  4.000000  4.000000  3.000000  1.000000  1.000000  3.00000   2.000000  11.000000  11.00000  10.000000\n",
            "383       1    1  19.0        0        0        1  1.000000   1.0     2     3       2         1         2.0        1.0       1.0          0       0     0           0        1       1         0         0  4.000000  3.000000  2.000000  1.000000  3.000000  5.00000   0.000000   6.000000   5.00000   0.000000\n",
            "384       1    1  18.0        0        0        1  4.000000   2.0     2     2       1         0         2.0        1.0       1.0          0       0     1           0        1       1         0         0  5.000000  4.000000  3.000000  4.000000  3.000000  3.00000  14.000000   6.000000   5.00000   5.000000\n",
            "385       1    0  18.0        0        0        1  2.000000   2.0     0     2       2         1         2.0        3.0       0.0          0       0     1           0        1       1         0         0  5.000000  3.000000  3.000000  1.000000  3.000000  4.00000   2.000000  10.000000   9.00000  10.000000\n",
            "386       1    0  18.0        0        0        1  4.000000   4.0     4     0       3         1         3.0        1.0       0.0          0       1     1           1        1       1         1         1  4.000000  4.000000  3.000000  2.000000  2.000000  5.00000   7.000000   6.000000   5.00000   6.000000\n",
            "387       1    0  19.0        0        0        1  2.000000   3.0     3     2       0         1         1.0        3.0       1.0          0       0     0           1        0       1         1         0  5.000000  4.000000  2.000000  1.000000  2.000000  5.00000   0.000000   7.000000   5.00000   0.000000\n",
            "388       1    0  18.0        1        1        1  3.000000   1.0     4     3       0         1         1.0        2.0       0.0          0       1     1           0        1       1         1         0  4.000000  3.000000  4.000000  1.000000  1.000000  1.00000   0.000000   7.000000   9.00000   8.000000\n",
            "389       1    0  18.0        1        0        1  1.000000   1.0     2     2       0         1         2.0        2.0       1.0          0       0     0           1        1       1         0         0  1.000000  1.000000  1.000000  1.000000  1.000000  5.00000   0.000000   6.000000   5.00000   0.000000\n",
            "390       1    1  20.0        1        1        0  2.000000   2.0     3     3       0         2         1.0        2.0       2.0          0       1     1           0        1       1         0         0  5.000000  5.000000  4.000000  4.000000  5.000000  4.00000  11.000000   9.000000   9.00000   9.000000\n",
            "391       1    1  17.0        1        1        1  3.000000   1.0     3     3       0         1         2.0        1.0       0.0          0       0     0           0        0       1         1         0  2.000000  4.000000  5.000000  3.000000  4.000000  2.00000   3.000000  14.000000  16.00000  16.000000\n",
            "392       1    1  21.0        0        0        1  1.000000   1.0     2     2       0         2         1.0        1.0       3.0          0       0     0           0        0       1         0         0  5.000000  5.000000  3.000000  3.000000  3.000000  3.00000   3.000000  10.000000   8.00000   7.000000\n",
            "393       1    1  18.0        0        1        1  3.000000   2.0     3     2       0         1         3.0        1.0       0.0          0       0     0           0        0       1         1         0  4.000000  4.000000  1.000000  3.000000  4.000000  5.00000   5.742347  11.000000  12.00000  10.000000\n",
            "394       1    1  19.0        1        1        1  1.000000   1.0     2     0       0         0         1.0        1.0       0.0          0       0     0           0        1       1         1         0  3.000000  2.000000  3.000000  3.000000  3.000000  5.00000   5.000000   8.000000   9.00000  10.431122\n"
          ]
