 " One-Hot Encoded Veri (Tüm Satırlar ve Sütunlar):\n",
            "      age      Medu  Fedu  traveltime  studytime  failures    famrel  freetime     goout      Dalc      Walc   health   absences         G1        G2         G3  school_GP  school_MS  sex_F  sex_M  address_R  address_U  famsize_GT3  famsize_LE3  Pstatus_A  Pstatus_T  Mjob_at_home  Mjob_health  Mjob_other  Mjob_services  Mjob_teacher  Fjob_at_home  Fjob_health  Fjob_other  Fjob_services  Fjob_teacher  reason_course  reason_home  reason_other  reason_reputation  guardian_father  guardian_mother  guardian_other  schoolsup_no  schoolsup_yes  famsup_no  famsup_yes  paid_no  paid_yes  activities_no  activities_yes  nursery_no  nursery_yes  higher_no  higher_yes  internet_no  internet_yes  romantic_no  romantic_yes\n",
            "285  17.0  1.000000   1.0         1.0        2.0       0.0  4.000000  3.000000  3.000000  1.000000  2.000000  4.00000   2.000000  12.000000  10.00000  11.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True             True            False           False          True          False       True       False    False      True           True           False        True        False      False        True        False          True         True         False\n",
            "286  18.0  2.000000   2.0         1.0        3.0       0.0  4.000000  3.000000  3.000000  1.000000  2.000000  2.00000   5.000000  18.000000  18.00000  19.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False          True        False       False          False         False          False        False          True              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "287  17.0  1.000000   1.0         1.0        3.0       0.0  4.000000  3.000000  3.000000  1.000000  1.000000  3.00000   6.000000  13.000000  12.00000  12.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False       False          False          True          False        False         False               True            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "288  18.0  2.000000   1.0         1.0        3.0       0.0  4.000000  2.000000  4.000000  1.000000  3.000000  2.00000   6.000000  15.000000  14.00000  14.000000       True      False  False   True      False       True         True        False      False       True         False        False       False           True         False         False        False       False           True         False          False        False         False               True            False             True           False          True          False       True       False    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "289  18.0  4.000000   4.0         1.0        2.0       0.0  5.000000  4.000000  3.000000  1.000000  1.000000  2.00000   9.000000  15.000000  13.00000  15.000000       True      False  False   True      False       True        False         True       True      False         False        False       False          False          True         False        False       False          False          True          False        False         False               True            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "290  18.0  4.000000   2.0         1.0        2.0       0.0  4.000000  3.000000  2.000000  1.000000  4.000000  5.00000  11.000000  12.000000  11.00000  11.000000       True      False  False   True      False       True         True        False      False       True         False        False       False          False          True         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True        False          True\n",
            "291  17.0  4.000000   3.0         1.0        3.0       0.0  4.000000  2.000000  2.000000  1.000000  2.000000  3.00000   0.000000  15.000000  15.00000  15.000000       True      False   True  False      False       True         True        False      False       True         False         True       False          False         False         False        False       False           True         False          False        False         False               True            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "292  18.0  2.000000   1.0         1.0        2.0       1.0  5.000000  4.000000  3.000000  1.000000  1.000000  5.00000  12.000000  12.000000  12.00000  13.000000       True      False   True  False      False       True        False         True      False       True         False        False       False           True         False          True        False       False          False         False          False        False         False               True            False             True           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True        False          True\n",
            "293  17.0  3.000000   1.0         2.0        4.0       0.0  3.000000  1.000000  2.000000  1.000000  1.000000  3.56701   6.000000  18.000000  18.00000  18.000000       True      False   True  False       True      False        False         True      False       True         False        False       False           True         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True         True         False         True         False\n",
            "294  18.0  3.000000   2.0         2.0        3.0       0.0  5.000000  4.000000  2.000000  1.000000  1.000000  4.00000   8.000000  14.000000  13.00000  14.000000       True      False  False   True       True      False        False         True      False       True         False        False       False           True         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "295  17.0  3.000000   3.0         1.0        1.0       0.0  4.000000  4.000000  3.000000  1.000000  3.000000  5.00000   4.000000  14.000000  12.00000  11.000000       True      False  False   True      False       True         True        False      False       True         False         True       False          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "296  19.0  4.000000   4.0         2.0        2.0       0.0  2.000000  3.000000  4.000000  2.000000  3.000000  2.00000   0.000000  10.000000   9.00000   0.000000       True      False   True  False      False       True         True        False      False       True         False         True       False          False         False         False        False        True          False         False          False        False         False               True            False            False            True          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "297  18.0  4.000000   3.0         2.0        2.0       0.0  4.000000  4.000000  5.000000  1.000000  2.000000  2.00000  10.000000  10.000000   8.00000   8.000000       True      False   True  False      False       True        False         True      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False            False            True          True          False      False        True    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "298  18.0  4.000000   3.0         1.0        4.0       0.0  4.000000  3.000000  3.000000  1.000000  1.000000  3.00000   0.000000  14.000000  13.00000  14.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True             True            False           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "299  18.0  4.000000   4.0         1.0        1.0       0.0  1.000000  4.000000  2.000000  2.000000  2.000000  1.00000   5.000000  16.000000  15.00000  16.000000       True      False  False   True      False       True        False         True      False       True         False        False       False          False          True         False        False       False          False          True          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "300  18.0  4.000000   4.0         1.0        2.0       0.0  4.000000  2.000000  4.000000  1.000000  1.000000  4.00000  14.000000  12.000000  10.00000  11.000000       True      False   True  False      False       True        False         True       True      False         False         True       False          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True        False          True\n",
            "301  17.0  4.000000   4.0         2.0        1.0       0.0  4.000000  1.000000  1.000000  2.000000  2.000000  5.00000   0.000000  11.000000  11.00000  10.000000       True      False  False   True      False       True        False         True      False       True         False        False        True          False         False         False        False       False          False          True          False         True         False              False             True            False           False          True          False       True       False    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "302  17.0  4.000000   2.0         2.0        3.0       0.0  4.000000  3.000000  3.000000  1.000000  1.000000  3.00000   0.000000  15.000000  12.00000  14.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "303  17.0  3.000000   2.0         1.0        4.0       0.0  5.000000  2.000000  2.000000  1.000000  2.000000  5.00000   0.000000  17.000000  17.00000  18.000000       True      False   True  False      False       True         True        False      False       True         False         True       False          False         False         False         True       False          False         False          False        False         False               True             True            False           False          True          False      False        True    False      True          False            True        True        False      False        True        False          True         True         False\n",
            "304  19.0  3.000000   3.0         1.0        2.0       1.0  4.000000  4.000000  4.000000  1.000000  1.000000  3.00000  20.000000  15.000000  14.00000  13.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False            False            True          True          False      False        True     True     False          False            True       False         True      False        True        False          True        False          True\n",
            "305  18.0  2.000000   4.0         1.0        2.0       1.0  4.000000  4.000000  3.000000  1.000000  1.000000  3.00000   8.000000  14.000000  12.00000  12.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False          True        False       False          False         False          False        False         False               True            False            False            True          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "306  20.0  3.000000   2.0         1.0        1.0       0.0  5.000000  5.000000  3.000000  1.000000  1.000000  5.00000   0.000000  17.000000  18.00000  18.000000       True      False  False   True      False       True         True        False       True      False         False        False       False           True         False         False        False        True          False         False           True        False         False              False            False            False            True          True          False       True       False     True     False          False            True       False         True      False        True         True         False         True         False\n",
            "307  19.0  4.000000   4.0         2.0        1.0       1.0  4.000000  3.000000  4.000000  1.000000  1.000000  4.00000  38.000000   8.000000   9.00000   8.000000       True      False  False   True      False       True         True        False      False       True         False        False       False          False          True         False        False       False           True         False          False        False         False               True            False            False            True          True          False      False        True    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "308  19.0  3.000000   3.0         1.0        2.0       1.0  4.000000  5.000000  3.000000  1.000000  2.000000  5.00000   0.000000  15.000000  12.00000  12.000000       True      False  False   True       True      False         True        False      False       True         False        False        True          False         False         False        False       False           True         False          False        False         False               True             True            False           False          True          False       True       False     True     False          False            True       False         True      False        True         True         False        False          True\n",
            "309  19.0  1.000000   1.0         1.0        2.0       1.0  4.000000  4.000000  3.000000  1.000000  3.000000  3.00000  18.000000  12.000000  10.00000  10.000000       True      False   True  False      False       True        False         True      False       True          True        False       False          False         False         False        False        True          False         False          False        False         False               True            False            False            True         False           True      False        True     True     False          False            True        True        False      False        True        False          True         True         False\n",
            "310  19.0  1.000000   2.0         1.0        2.0       1.0  4.000000  2.000000  4.000000  2.000000  2.000000  3.00000   0.000000   9.000000   9.00000   0.000000       True      False   True  False      False       True        False         True      False       True         False        False       False           True         False         False        False       False           True         False          False         True         False              False            False            False            True          True          False       True       False     True     False          False            True        True        False      False        True         True         False        False          True\n",
            "311  19.0  2.000000   1.0         3.0        2.0       0.0  3.000000  4.000000  1.000000  1.000000  1.000000  2.00000  20.000000   1.000000  12.00000  13.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False         False        False        True          False         False          False        False          True              False            False            False            True          True          False      False        True     True     False           True           False       False         True       True       False        False          True        False          True\n",
            "312  19.0  1.000000   2.0         1.0        2.0       1.0  4.000000  5.000000  2.000000  2.000000  2.000000  4.00000   3.000000  13.000000  11.00000  11.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False       False           True         False           True        False         False              False            False            False            True          True          False       True       False     True     False           True           False        True        False      False        True        False          True         True         False\n",
            "313  19.0  3.000000   2.0         2.0        2.0       1.0  4.000000  2.000000  2.000000  1.000000  2.000000  1.00000  22.000000  13.000000  10.00000  11.000000       True      False   True  False      False       True        False         True      False       True         False        False       False           True         False         False        False        True          False         False          False        False         False               True            False            False            True          True          False      False        True    False      True           True           False        True        False      False        True        False          True        False          True\n",
            "314  19.0  1.000000   1.0         1.0        3.0       2.0  4.000000  1.000000  2.000000  1.000000  1.000000  3.00000  14.000000  15.000000  13.00000  13.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False         False         True       False          False         False          False         True         False              False            False            False            True          True          False       True       False     True     False           True           False        True        False      False        True        False          True        False          True\n",
            "315  19.0  2.000000   3.0         1.0        3.0       1.0  4.000000  1.000000  2.000000  1.000000  1.000000  3.00000  40.000000  13.000000  11.00000  11.000000       True      False   True  False       True      False         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False        False         False               True            False            False            True          True          False       True       False     True     False           True           False       False         True      False        True        False          True        False          True\n",
            "316  18.0  2.000000   1.0         2.0        2.0       0.0  5.000000  3.000000  3.000000  1.000000  2.000000  1.00000   0.000000   8.000000   8.00000   0.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "317  18.0  4.000000   3.0         1.0        3.0       0.0  4.000000  3.000000  4.000000  1.000000  1.000000  5.00000   9.000000   9.000000  10.00000   9.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True        False          True\n",
            "318  17.0  3.000000   4.0         1.0        3.0       0.0  4.000000  3.000000  4.000000  2.000000  5.000000  5.00000   0.000000  11.000000  11.00000  10.000000       True      False   True  False       True      False         True        False      False       True          True        False       False          False         False         False        False       False           True         False           True        False         False              False             True            False           False          True          False      False        True    False      True          False            True        True        False      False        True        False          True         True         False\n",
            "319  18.0  4.000000   4.0         1.0        2.0       0.0  4.000000  4.000000  4.000000  3.000000  3.000000  5.00000   2.000000  11.000000  11.00000  11.000000       True      False   True  False      False       True         True        False      False       True         False        False       False          False          True         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "320  17.0  4.000000   3.0         1.0        2.0       0.0  5.000000  2.000000  2.000000  1.000000  2.000000  5.00000  23.000000  13.000000  13.00000  13.000000       True      False   True  False      False       True         True        False       True      False         False        False       False           True         False         False        False       False           True         False           True        False         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "321  17.0  2.000000   2.0         1.0        2.0       0.0  4.000000  2.000000  2.000000  1.000000  1.000000  3.00000  12.000000  11.000000   9.00000   9.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True         True         False        False          True\n",
            "322  17.0  2.000000   2.0         1.0        3.0       0.0  3.000000  3.000000  2.000000  2.000000  2.000000  3.00000   3.000000  11.000000  11.00000  11.000000       True      False   True  False       True      False        False         True      False       True         False        False       False           True         False         False        False       False           True         False           True        False         False              False            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "323  17.0  3.000000   1.0         1.0        3.0       0.0  3.000000  4.000000  3.000000  2.000000  3.000000  5.00000   1.000000  12.000000  14.00000  15.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False       False           True         False           True        False         False              False             True            False           False          True          False      False        True     True     False           True           False        True        False      False        True        False          True         True         False\n",
            "324  17.0  0.000000   2.0         2.0        3.0       0.0  3.000000  3.000000  3.000000  2.000000  3.000000  2.00000   0.000000  16.000000  15.00000  15.000000       True      False   True  False      False       True        False         True      False       True          True        False       False          False         False          True        False       False          False         False          False         True         False              False             True            False           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "325  18.0  4.000000   4.0         1.0        3.0       0.0  4.000000  3.000000  3.000000  2.000000  2.000000  3.00000   3.000000   9.000000  12.00000  11.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "326  17.0  3.000000   3.0         1.0        1.0       0.0  4.000000  3.000000  5.000000  3.000000  5.000000  5.00000   3.000000  14.000000  15.00000  16.000000       True      False  False   True      False       True         True        False      False       True         False        False        True          False         False         False        False       False           True         False          False        False         False               True            False             True           False          True          False       True       False     True     False          False            True        True        False      False        True        False          True         True         False\n",
            "327  17.0  2.000000   2.0         4.0        1.0       0.0  4.000000  4.000000  5.000000  5.000000  5.000000  4.00000   8.000000  11.000000  10.00000  10.000000       True      False  False   True       True      False         True        False      False       True         False        False       False           True         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "328  17.0  4.000000   4.0         1.0        3.0       0.0  5.000000  4.000000  4.000000  1.000000  3.000000  4.00000   7.000000  10.000000   9.00000   9.000000       True      False   True  False      False       True         True        False      False       True         False        False       False          False          True         False        False       False           True         False           True        False         False              False            False             True           False          True          False      False        True    False      True          False            True       False         True      False        True        False          True         True         False\n",
            "329  17.0  4.000000   4.0         2.0        3.0       0.0  4.000000  3.000000  3.000000  1.000000  2.000000  4.00000   4.000000  14.000000  14.00000  14.000000       True      False   True  False      False       True         True        False      False       True         False        False       False          False          True         False        False       False          False          True           True        False         False              False            False             True           False          True          False      False        True    False      True           True           False        True        False      False        True        False          True        False          True\n",
            "330  18.0  2.000000   2.0         1.0        4.0       0.0  4.000000  5.000000  5.000000  2.000000  4.000000  5.00000   2.000000   9.000000   8.00000   8.000000       True      False  False   True      False       True        False         True      False       True         False        False        True          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "331  17.0  2.000000   4.0         1.0        3.0       0.0  4.000000  4.000000  3.000000  1.000000  1.000000  5.00000   7.000000  12.000000  14.00000  14.000000       True      False   True  False       True      False         True        False      False       True          True        False       False          False         False         False        False        True          False         False           True        False         False              False             True            False           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True        False          True\n",
            "332  18.0  3.000000   3.0         1.0        2.0       0.0  5.000000  3.000000  4.000000  1.000000  1.000000  4.00000   0.000000   7.000000   0.00000   0.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False       False           True         False          False         True         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "333  18.0  2.000000   2.0         1.0        2.0       0.0  4.000000  3.000000  3.000000  1.000000  1.000000  2.00000   0.000000   8.000000   8.00000   0.000000       True      False   True  False      False       True        False         True      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False            False            True          True          False       True       False     True     False          False            True        True        False      False        True        False          True        False          True\n",
            "334  18.0  2.000000   2.0         2.0        4.0       0.0  4.000000  4.000000  4.000000  1.000000  1.000000  4.00000   0.000000  10.000000   9.00000   0.000000       True      False   True  False       True      False         True        False      False       True          True        False       False          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True         True         False         True         False\n",
            "335  17.0  3.000000   4.0         1.0        3.0       0.0  4.000000  4.000000  5.000000  1.000000  3.000000  5.00000  16.000000  16.000000  15.00000  15.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "336  19.0  3.000000   1.0         1.0        3.0       1.0  5.000000  4.000000  3.000000  1.000000  2.000000  5.00000  12.000000  14.000000  13.00000  13.000000       True      False   True  False       True      False         True        False       True      False         False        False       False           True         False          True        False       False          False         False          False         True         False              False            False            False            True          True          False       True       False    False      True           True           False       False         True      False        True         True         False         True         False\n",
            "337  17.0  3.000000   2.0         1.0        2.0       0.0  4.000000  3.000000  2.000000  2.000000  3.000000  2.00000   0.000000   7.000000   8.00000   0.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True        False          True\n",
            "338  18.0  3.000000   3.0         1.0        4.0       0.0  5.000000  3.000000  3.000000  1.000000  1.000000  1.00000   7.000000  16.000000  15.00000  17.000000       True      False   True  False      False       True        False         True      False       True         False        False       False           True         False         False        False       False           True         False          False         True         False              False            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "339  17.0  3.000000   2.0         1.0        2.0       0.0  4.000000  3.000000  3.000000  2.000000  3.000000  2.00000   4.000000   9.000000  10.00000  10.000000       True      False   True  False       True      False         True        False       True      False         False        False        True          False         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False      False        True    False      True           True           False       False         True      False        True        False          True         True         False\n",
            "340  19.0  2.000000   1.0         1.0        3.0       1.0  4.000000  3.000000  4.000000  1.000000  3.000000  3.00000   4.000000  11.000000  12.00000  11.000000       True      False   True  False      False       True         True        False      False       True         False        False       False           True         False         False        False       False           True         False          False         True         False              False            False            False            True          True          False       True       False    False      True          False            True       False         True      False        True        False          True        False          True\n",
            "341  18.0  4.000000   4.0         1.0        2.0       1.0  4.000000  3.000000  3.000000  2.000000  2.000000  2.00000   5.742347  10.000000  10.00000   0.000000       True      False  False   True      False       True         True        False      False       True         False        False       False          False          True         False        False       False           True         False          False         True         False              False             True            False           False          True          False      False        True     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "342  18.0  3.000000   4.0         1.0        2.0       0.0  4.000000  3.000000  3.000000  1.000000  3.000000  5.00000  11.000000  16.000000  15.00000  15.000000       True      False  False   True      False       True        False         True      False       True         False        False       False           True         False         False        False        True          False         False          False         True         False              False            False             True           False          True          False       True       False     True     False          False            True       False         True      False        True        False          True         True         False\n",
            "343  17.0  2.000000   2.0         1.0        2.0       1.0  3.000000  3.000000  1.000000  1.000000  2.000000  4.00000   0.000000   9.000000   8.00000   0.000000       True      False   True  False      False       True         True        False       True      False          True        False       False          False         False          True        False       False          False         False          False         True         False              False             True            False           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True        False          True\n",
            "344  18.0  2.000000   3.0         1.0        3.0       0.0  4.000000  3.000000  3.000000  1.000000  2.000000  3.00000   4.000000  11.000000  10.00000  10.000000       True      False   True  False      False       True         True        False      False       True          True        False       False          False         False         False        False        True          False         False           True        False         False              False            False             True           False          True          False      False        True     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "345  18.0  3.000000   2.0         1.0        3.0       0.0  5.000000  4.000000  3.000000  2.000000  3.000000  1.00000   7.000000  13.000000  13.00000  14.000000       True      False   True  False      False       True         True        False      False       True         False        False        True          False         False         False        False       False           True         False          False        False          True              False            False             True           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
            "346  18.0  4.000000   3.0         1.0        3.0       0.0  5.000000  3.000000  2.000000  1.000000  2.000000  4.00000   9.000000  16.000000  15.00000  16.000000       True      False  False   True       True      False         True        False      False       True         False        False       False          False          True         False        False       False           True         False           True        False         False              False            False             True           False          True          False       True       False     True     False           True           False       False         True      False        True        False          True         True         False\n",
